word,set,lexicore_level,oxford_level,newest_share,recent_share
canvas,oxford_only,,C1,,
capitalism,oxford_only,,C1,,
capitalist,oxford_only,,C1,,
carbon,oxford_only,,B2,,
career,oxford_only,,A1,,
careless,oxford_only,,B1,,
cargo,oxford_only,,C1,,
carpet,oxford_only,,A2,,
carriage,oxford_only,,C1,,
casino,oxford_only,,C1,,
casual,oxford_only,,B2,,
casualty,oxford_only,,C1,,
catalogue,oxford_only,,C1,,
category,oxford_only,,B1,,
cater,oxford_only,,C1,,
cautious,oxford_only,,C1,,
cemetery,oxford_only,,C1,,
certainty,oxford_only,,B2,,
challenging,oxford_only,,B2,,
chamber,oxford_only,,C1,,
champion,oxford_only,,B1,,
championship,oxford_only,,B2,,
characteristic,oxford_only,,B2,,
characterize,oxford_only,,C1,,
chat,oxford_only,,A2,,
cheat,oxford_only,,B1,,
cheerful,oxford_only,,B1,,
choir,oxford_only,,B2,,
chop,oxford_only,,B2,,
chronic,oxford_only,,C1,,
chunk,oxford_only,,C1,,
cigarette,oxford_only,,A2,,
citizenship,oxford_only,,C1,,
civic,oxford_only,,C1,,
civilian,oxford_only,,C1,,
clarity,oxford_only,,C1,,
clash,oxford_only,,C1,,
classical,oxford_only,,A2,,
classification,oxford_only,,C1,,
classify,oxford_only,,B2,,
cleaning,oxford_only,,,,
click,oxford_only,,B1,,
cliff,oxford_only,,B2,,
climate,oxford_only,,A2,,
cling,oxford_only,,C1,,
cluster,oxford_only,,C1,,
coalition,oxford_only,,C1,,
coastal,oxford_only,,C1,,
cognitive,oxford_only,,C1,,
coincide,oxford_only,,C1,,
coincidence,oxford_only,,B2,,
collision,oxford_only,,C1,,
colonial,oxford_only,,C1,,
colony,oxford_only,,B2,,
coloured,oxford_only,,B1,,
columnist,oxford_only,,C1,,
combat,oxford_only,,C1,,
comedy,oxford_only,,A2,,
commander,oxford_only,,B2,,
commence,oxford_only,,C1,,
comment,oxford_only,,A2,,
commentator,oxford_only,,C1,,
commissioner,oxford_only,,C1,,
commodity,oxford_only,,C1,,
commonly,oxford_only,,B2,,
communist,oxford_only,,C1,,
compelling,oxford_only,,C1,,
competence,oxford_only,,C1,,
competitive,oxford_only,,B1,,
compile,oxford_only,,C1,,
complement,oxford_only,,C1,,
component,oxford_only,,B2,,
composer,oxford_only,,B2,,
composition,oxford_only,,C1,,
comprehensive,oxford_only,,B2,,
compulsory,oxford_only,,B2,,
compute,oxford_only,,C1,,
concede,oxford_only,,C1,,
conclude,oxford_only,,B1,,
confess,oxford_only,,B2,,
confession,oxford_only,,C1,,
confine,oxford_only,,C1,,
confirm,oxford_only,,B1,,
confrontation,oxford_only,,C1,,
congratulate,oxford_only,,C1,,
congregation,oxford_only,,C1,,
congressional,oxford_only,,C1,,
connect,oxford_only,,A2,,
connected,oxford_only,,A2,,
conscience,oxford_only,,C1,,
consecutive,oxford_only,,C1,,
consent,oxford_only,,C1,,
consequently,oxford_only,,B2,,
conservation,oxford_only,,B2,,
conservative,oxford_only,,B2,,
consistency,oxford_only,,C1,,
consistently,oxford_only,,B2,,
conspiracy,oxford_only,,B2,,
constituency,oxford_only,,C1,,
constitution,oxford_only,,C1,,
constitutional,oxford_only,,C1,,
construct,oxford_only,,B2,,
consult,oxford_only,,B2,,
consume,oxford_only,,B1,,
consumer,oxford_only,,B1,,
consumption,oxford_only,,B2,,
contender,oxford_only,,C1,,
content,oxford_only,,C1,,
contention,oxford_only,,C1,,
continually,oxford_only,,C1,,
continuous,oxford_only,,B1,,
contradiction,oxford_only,,C1,,
contribute,oxford_only,,B2,,
contributor,oxford_only,,C1,,
controversial,oxford_only,,B2,,
controversy,oxford_only,,B2,,
convey,oxford_only,,B2,,
convincing,oxford_only,,B2,,
cooker,oxford_only,,A2,,
coordination,oxford_only,,C1,,
coordinator,oxford_only,,C1,,
copyright,oxford_only,,C1,,
correction,oxford_only,,C1,,
correspondent,oxford_only,,C1,,
costly,oxford_only,,C1,,
council,oxford_only,,B2,,
councillor,oxford_only,,C1,,
counselling,oxford_only,,C1,,
counsellor,oxford_only,,C1,,
countless,oxford_only,,C1,,
county,oxford_only,,B2,,
coup,oxford_only,,C1,,
covered,oxford_only,,B1,,
crazy,oxford_only,,A2,,
creep,oxford_only,,C1,,
criterion,oxford_only,,B2,,
critic,oxford_only,,B2,,
critically,oxford_only,,B2,,
crucial,oxford_only,,B2,,
cruel,oxford_only,,B1,,
cult,oxford_only,,C1,,
cultivate,oxford_only,,C1,,
cultural,oxford_only,,B1,,
cupboard,oxford_only,,A2,,
curly,oxford_only,,A2,,
currency,oxford_only,,B1,,
curriculum,oxford_only,,B2,,
curtain,oxford_only,,B1,,
curved,oxford_only,,B2,,
custody,oxford_only,,C1,,
cutting,oxford_only,,C1,,
dairy,oxford_only,,B2,,
damaging,oxford_only,,C1,,
dare,oxford_only,,B2,,
dealer,oxford_only,,B2,,
debris,oxford_only,,C1,,
decrease,oxford_only,,B2,,
dedicated,oxford_only,,C1,,
deem,oxford_only,,C1,,
default,oxford_only,,C1,,
defeat,oxford_only,,B2,,
defender,oxford_only,,B2,,
defensive,oxford_only,,C1,,
deficiency,oxford_only,,C1,,
deficit,oxford_only,,C1,,
define,oxford_only,,B1,,
definitely,oxford_only,,A2,,
defy,oxford_only,,C1,,
delegate,oxford_only,,C1,,
delegation,oxford_only,,C1,,
delete,oxford_only,,B2,,
delighted,oxford_only,,B2,,
delivery,oxford_only,,B2,,
democratic,oxford_only,,B2,,
demon,oxford_only,,C1,,
demonstrate,oxford_only,,B2,,
denial,oxford_only,,C1,,
denounce,oxford_only,,C1,,
density,oxford_only,,C1,,
deploy,oxford_only,,C1,,
deployment,oxford_only,,C1,,
deposit,oxford_only,,B2,,
depressed,oxford_only,,B2,,
depressing,oxford_only,,B2,,
depression,oxford_only,,B2,,
deprive,oxford_only,,C1,,
deputy,oxford_only,,C1,,
derive,oxford_only,,B2,,
deserve,oxford_only,,B2,,
desktop,oxford_only,,C1,,
destructive,oxford_only,,C1,,
detain,oxford_only,,C1,,
detect,oxford_only,,B2,,
detection,oxford_only,,C1,,
detective,oxford_only,,A2,,
detention,oxford_only,,C1,,
determine,oxford_only,,B1,,
devastate,oxford_only,,C1,,
devil,oxford_only,,C1,,
diagnosis,oxford_only,,C1,,
diagram,oxford_only,,B1,,
dictator,oxford_only,,C1,,
differ,oxford_only,,B2,,
digital,oxford_only,,A2,,
diplomat,oxford_only,,C1,,
diplomatic,oxford_only,,C1,,
directory,oxford_only,,C1,,
disability,oxford_only,,B2,,
disabled,oxford_only,,B2,,
disagreement,oxford_only,,B2,,
disappoint,oxford_only,,B2,,
disastrous,oxford_only,,C1,,
disc,oxford_only,,B2,,
disclose,oxford_only,,C1,,
disclosure,oxford_only,,C1,,
discount,oxford_only,,B1,,
discourage,oxford_only,,B2,,
discretion,oxford_only,,C1,,
discrimination,oxford_only,,C1,,
disease,oxford_only,,A2,,
dishonest,oxford_only,,B2,,
disk,oxford_only,,B2,,
dismissal,oxford_only,,C1,,
disorder,oxford_only,,B2,,
displace,oxford_only,,C1,,
dispose,oxford_only,,C1,,
disrupt,oxford_only,,C1,,
disruption,oxford_only,,C1,,
dissolve,oxford_only,,C1,,
distinct,oxford_only,,B2,,
distinctive,oxford_only,,C1,,
distort,oxford_only,,C1,,
distress,oxford_only,,C1,,
district,oxford_only,,B2,,
disturb,oxford_only,,B2,,
disturbing,oxford_only,,C1,,
diverse,oxford_only,,B2,,
divert,oxford_only,,C1,,
division,oxford_only,,B2,,
divorced,oxford_only,,A2,,
doctrine,oxford_only,,C1,,
documentary,oxford_only,,B1,,
documentation,oxford_only,,C1,,
donate,oxford_only,,B1,,
download,oxford_only,,A2,,
downstairs,oxford_only,,A2,,
downwards,oxford_only,,B2,,
dramatically,oxford_only,,B2,,
driving,oxford_only,,C1,,
drought,oxford_only,,B2,,
drown,oxford_only,,C1,,
drunk,oxford_only,,B1,,
dual,oxford_only,,C1,,
dub,oxford_only,,C1,,
dumb,oxford_only,,C1,,
dump,oxford_only,,B2,,
duo,oxford_only,,C1,,
eastern,oxford_only,,B1,,
echo,oxford_only,,C1,,
ecological,oxford_only,,C1,,
economist,oxford_only,,B2,,
edit,oxford_only,,B2,,
edition,oxford_only,,B2,,
editorial,oxford_only,,B2,,
educate,oxford_only,,B1,,
educated,oxford_only,,B1,,
educator,oxford_only,,C1,,
effective,oxford_only,,B1,,
effectively,oxford_only,,B1,,
effectiveness,oxford_only,,C1,,
efficiency,oxford_only,,C1,,
efficient,oxford_only,,B2,,
efficiently,oxford_only,,B2,,
elect,oxford_only,,B2,,
election,oxford_only,,B1,,
electoral,oxford_only,,C1,,
email,oxford_only,,A1,,
embarrassed,oxford_only,,B1,,
embarrassing,oxford_only,,B1,,
embarrassment,oxford_only,,C1,,
embody,oxford_only,,C1,,
embrace,oxford_only,,B2,,
emerge,oxford_only,,B2,,
emergence,oxford_only,,C1,,
emotional,oxford_only,,B2,,
emotionally,oxford_only,,B2,,
emphasis,oxford_only,,B2,,
emphasize,oxford_only,,B2,,
empire,oxford_only,,B2,,
employer,oxford_only,,A2,,
enable,oxford_only,,B2,,
encouraging,oxford_only,,C1,,
endeavour,oxford_only,,C1,,
endorse,oxford_only,,C1,,
engage,oxford_only,,B2,,
engaging,oxford_only,,C1,,
enhance,oxford_only,,B2,,
enjoyable,oxford_only,,B2,,
enquire,oxford_only,,C1,,
enquiry,oxford_only,,B2,,
enrich,oxford_only,,C1,,
enrol,oxford_only,,C1,,
ensue,oxford_only,,C1,,
ensure,oxford_only,,B2,,
enthusiast,oxford_only,,C1,,
entitle,oxford_only,,C1,,
environmental,oxford_only,,B1,,
epidemic,oxford_only,,C1,,
equation,oxford_only,,C1,,
equip,oxford_only,,B2,,
equivalent,oxford_only,,B2,,
erect,oxford_only,,C1,,
erupt,oxford_only,,B2,,
escalate,oxford_only,,C1,,
essence,oxford_only,,C1,,
essential,oxford_only,,B1,,
ethic,oxford_only,,B2,,
ethnic,oxford_only,,B2,,
euro,oxford_only,,A1,,
evacuate,oxford_only,,C1,,
evaluate,oxford_only,,B2,,
eventually,oxford_only,,B1,,
evident,oxford_only,,B2,,
evolutionary,oxford_only,,C1,,
evolve,oxford_only,,B2,,
exaggerate,oxford_only,,C1,,
excess,oxford_only,,C1,,
excessive,oxford_only,,B2,,
exclude,oxford_only,,B2,,
exclusion,oxford_only,,C1,,
exclusive,oxford_only,,C1,,
exile,oxford_only,,C1,,
expectation,oxford_only,,B2,,
expenditure,oxford_only,,C1,,
experimental,oxford_only,,C1,,
expertise,oxford_only,,B2,,
explode,oxford_only,,B1,,
exploration,oxford_only,,B2,,
exposure,oxford_only,,B2,,
extensively,oxford_only,,B2,,
external,oxford_only,,B2,,
facilitate,oxford_only,,C1,,
failed,oxford_only,,B2,,
fairness,oxford_only,,C1,,
farming,oxford_only,,A2,,
fasten,oxford_only,,B1,,
favourable,oxford_only,,C1,,
feat,oxford_only,,C1,,
feeding,oxford_only,,,,
feminist,oxford_only,,C1,,
fibre,oxford_only,,C1,,
fifth,oxford_only,,A1,,
filter,oxford_only,,C1,,
firearm,oxford_only,,C1,,
firefighter,oxford_only,,B2,,
firework,oxford_only,,B2,,
fitness,oxford_only,,B1,,
flavour,oxford_only,,B2,,
flawed,oxford_only,,C1,,
flexibility,oxford_only,,C1,,
flexible,oxford_only,,B2,,
flu,oxford_only,,A2,,
flying,oxford_only,,A2,,
folding,oxford_only,,B2,,
fond,oxford_only,,B2,,
fool,oxford_only,,B2,,
footage,oxford_only,,C1,,
forbid,oxford_only,,B2,,
forecast,oxford_only,,B2,,
forge,oxford_only,,C1,,
forgive,oxford_only,,B2,,
format,oxford_only,,B2,,
formation,oxford_only,,B2,,
former,oxford_only,,B2,,
formerly,oxford_only,,B2,,
fortunate,oxford_only,,B2,,
forum,oxford_only,,B2,,
foster,oxford_only,,C1,,
founder,oxford_only,,B2,,
fourth,oxford_only,,A1,,
fragile,oxford_only,,C1,,
fragment,oxford_only,,B2,,
framework,oxford_only,,B2,,
franchise,oxford_only,,C1,,
frankly,oxford_only,,C1,,
frequent,oxford_only,,B2,,
frighten,oxford_only,,B1,,
frightened,oxford_only,,B1,,
frustrating,oxford_only,,C1,,
frustration,oxford_only,,C1,,
functional,oxford_only,,C1,,
fundamental,oxford_only,,B2,,
funding,oxford_only,,B2,,
fundraising,oxford_only,,C1,,
furthermore,oxford_only,,B2,,
gallon,oxford_only,,C1,,
gaming,oxford_only,,B2,,
gathering,oxford_only,,C1,,
gene,oxford_only,,B2,,
generate,oxford_only,,B2,,
generic,oxford_only,,C1,,
genetic,oxford_only,,B2,,
genocide,oxford_only,,C1,,
gentleman,oxford_only,,B1,,
genuinely,oxford_only,,B2,,
geography,oxford_only,,A1,,
glimpse,oxford_only,,C1,,
global,oxford_only,,B1,,
go,oxford_only,,B1,,
goodbye,oxford_only,,A1,,
goodness,oxford_only,,B2,,
gorgeous,oxford_only,,B2,,
governance,oxford_only,,C1,,
governor,oxford_only,,B2,,
grandparent,oxford_only,,A1,,
graphic,oxford_only,,B2,,
graphics,oxford_only,,B2,,
grasp,oxford_only,,C1,,
greenhouse,oxford_only,,B2,,
grin,oxford_only,,C1,,
grind,oxford_only,,C1,,
grocery,oxford_only,,B2,,
growth,oxford_only,,B1,,
guerrilla,oxford_only,,C1,,
guess,oxford_only,,A1,,
guidance,oxford_only,,C1,,
guide,oxford_only,,A2,,
guideline,oxford_only,,B2,,
guilty,oxford_only,,B1,,
habitat,oxford_only,,B2,,
hail,oxford_only,,C1,,
halfway,oxford_only,,C1,,
halt,oxford_only,,C1,,
handful,oxford_only,,C1,,
handling,oxford_only,,C1,,
hang,oxford_only,,B1,,
harbour,oxford_only,,B2,,
harmful,oxford_only,,B2,,
harsh,oxford_only,,C1,,
hate,oxford_only,,B1,,
haunt,oxford_only,,C1,,
healthcare,oxford_only,,B2,,
heighten,oxford_only,,C1,,
hell,oxford_only,,B2,,
hey,oxford_only,,A1,,
highlight,oxford_only,,B1,,
hilarious,oxford_only,,B2,,
hint,oxford_only,,C1,,
historian,oxford_only,,B2,,
historic,oxford_only,,B1,,
hockey,oxford_only,,A2,,
homeland,oxford_only,,C1,,
hopeful,oxford_only,,C1,,
hopefully,oxford_only,,B2,,
horn,oxford_only,,C1,,
horrible,oxford_only,,B1,,
hostage,oxford_only,,C1,,
housing,oxford_only,,B2,,
humanitarian,oxford_only,,C1,,
humorous,oxford_only,,B2,,
hurricane,oxford_only,,B1,,
hurt,oxford_only,,A2,,
hydrogen,oxford_only,,C1,,
hypothesis,oxford_only,,B2,,
icon,oxford_only,,B2,,
id,oxford_only,,B2,,
ideological,oxford_only,,C1,,
ideology,oxford_only,,C1,,
idiot,oxford_only,,C1,,
illustrate,oxford_only,,B2,,
imagery,oxford_only,,C1,,
imminent,oxford_only,,C1,,
immune,oxford_only,,B2,,
impatient,oxford_only,,B2,,
implement,oxford_only,,B2,,
implementation,oxford_only,,C1,,
implication,oxford_only,,B2,,
import,oxford_only,,B1,,
imprison,oxford_only,,C1,,
imprisonment,oxford_only,,C1,,
inability,oxford_only,,C1,,
inadequate,oxford_only,,C1,,
inappropriate,oxford_only,,C1,,
inclined,oxford_only,,C1,,
included,oxford_only,,A2,,
income,oxford_only,,B2,,
incorporate,oxford_only,,B2,,
incorrect,oxford_only,,B2,,
increasingly,oxford_only,,B2,,
incredibly,oxford_only,,B1,,
incur,oxford_only,,C1,,
index,oxford_only,,B2,,
indication,oxford_only,,B2,,
indictment,oxford_only,,C1,,
indigenous,oxford_only,,C1,,
indirect,oxford_only,,B1,,
indoors,oxford_only,,B1,,
inevitably,oxford_only,,B2,,
infamous,oxford_only,,C1,,
infect,oxford_only,,C1,,
infection,oxford_only,,B2,,
infer,oxford_only,,B2,,
inflation,oxford_only,,B2,,
inflict,oxford_only,,C1,,
info,oxford_only,,B2,,
infrastructure,oxford_only,,B2,,
ingredient,oxford_only,,B1,,
inhabitant,oxford_only,,B2,,
initially,oxford_only,,B2,,
inject,oxford_only,,C1,,
injure,oxford_only,,B1,,
inmate,oxford_only,,C1,,
innocent,oxford_only,,B1,,
input,oxford_only,,B2,,
insert,oxford_only,,B2,,
insertion,oxford_only,,C1,,
insider,oxford_only,,C1,,
insight,oxford_only,,B2,,
insist,oxford_only,,B2,,
inspect,oxford_only,,C1,,
inspector,oxford_only,,B2,,
inspire,oxford_only,,B2,,
install,oxford_only,,B2,,
installation,oxford_only,,B2,,
institutional,oxford_only,,C1,,
instruct,oxford_only,,C1,,
instrumental,oxford_only,,C1,,
insult,oxford_only,,C1,,
intact,oxford_only,,C1,,
intake,oxford_only,,C1,,
integrate,oxford_only,,B2,,
integrated,oxford_only,,C1,,
integration,oxford_only,,C1,,
integrity,oxford_only,,C1,,
intend,oxford_only,,B1,,
intended,oxford_only,,B2,,
intensive,oxford_only,,C1,,
interact,oxford_only,,B2,,
interaction,oxford_only,,B2,,
interactive,oxford_only,,C1,,
interface,oxford_only,,C1,,
interference,oxford_only,,C1,,
interim,oxford_only,,C1,,
intermediate,oxford_only,,C1,,
interpret,oxford_only,,B2,,
interrupt,oxford_only,,B2,,
intervention,oxford_only,,C1,,
intriguing,oxford_only,,C1,,
invasion,oxford_only,,B2,,
invest,oxford_only,,B1,,
investor,oxford_only,,B2,,
invoke,oxford_only,,C1,,
involve,oxford_only,,A2,,
ironic,oxford_only,,C1,,
ironically,oxford_only,,C1,,
irrelevant,oxford_only,,C1,,
isolation,oxford_only,,C1,,
jail,oxford_only,,B2,,
jazz,oxford_only,,A2,,
joke,oxford_only,,A2,,
journalist,oxford_only,,A2,,
judicial,oxford_only,,C1,,
junction,oxford_only,,C1,,
justification,oxford_only,,C1,,
keyboard,oxford_only,,B1,,
kidnap,oxford_only,,C1,,
kidney,oxford_only,,C1,,
kilometre,oxford_only,,A1,,
knock,oxford_only,,B1,,
label,oxford_only,,B1,,
lad,oxford_only,,C1,,
landmark,oxford_only,,C1,,
laptop,oxford_only,,A2,,
largely,oxford_only,,B2,,
lately,oxford_only,,B2,,
latter,oxford_only,,C1,,
laugh,oxford_only,,A1,,
laughter,oxford_only,,A2,,
layer,oxford_only,,B1,,
layout,oxford_only,,C1,,
leaflet,oxford_only,,B2,,
league,oxford_only,,B2,,
legislative,oxford_only,,C1,,
legislature,oxford_only,,C1,,
lens,oxford_only,,B2,,
lesbian,oxford_only,,C1,,
lesser,oxford_only,,C1,,
lethal,oxford_only,,C1,,
liberal,oxford_only,,C1,,
liberation,oxford_only,,C1,,
lie,oxford_only,,B1,,
lifelong,oxford_only,,C1,,
limitation,oxford_only,,B2,,
linger,oxford_only,,C1,,
link,oxford_only,,A2,,
listing,oxford_only,,C1,,
literacy,oxford_only,,C1,,
literary,oxford_only,,B2,,
litre,oxford_only,,B2,,
liver,oxford_only,,C1,,
located,oxford_only,,B1,,
log,oxford_only,,C1,,
logo,oxford_only,,B2,,
lord,oxford_only,,B2,,
lorry,oxford_only,,A2,,
loudly,oxford_only,,A2,,
luxury,oxford_only,,B1,,
lyric,oxford_only,,B2,,
magistrate,oxford_only,,C1,,
magnitude,oxford_only,,C1,,
mainland,oxford_only,,C1,,
mainstream,oxford_only,,C1,,
maintain,oxford_only,,B2,,
maintenance,oxford_only,,C1,,
making,oxford_only,,B2,,
male,oxford_only,,A2,,
mandate,oxford_only,,C1,,
mandatory,oxford_only,,C1,,
manifest,oxford_only,,C1,,
manipulate,oxford_only,,C1,,
marathon,oxford_only,,B2,,
marketing,oxford_only,,B1,,
marketplace,oxford_only,,C1,,
marry,oxford_only,,A2,,
martial,oxford_only,,B2,,
massacre,oxford_only,,C1,,
matching,oxford_only,,B2,,
mathematical,oxford_only,,C1,,
mathematics,oxford_only,,A2,,
mayor,oxford_only,,B2,,
meaningful,oxford_only,,C1,,
meantime,oxford_only,,C1,,
measurement,oxford_only,,B2,,
medal,oxford_only,,B2,,
medication,oxford_only,,B2,,
medieval,oxford_only,,C1,,
meditation,oxford_only,,C1,,
membership,oxford_only,,B2,,
memo,oxford_only,,C1,,
memoir,oxford_only,,C1,,
mental,oxford_only,,B1,,
menu,oxford_only,,A1,,
merchant,oxford_only,,C1,,
merger,oxford_only,,C1,,
merit,oxford_only,,C1,,
mess,oxford_only,,B1,,
metaphor,oxford_only,,B2,,
metre,oxford_only,,A1,,
mild,oxford_only,,B1,,
militant,oxford_only,,C1,,
militia,oxford_only,,C1,,
mine,oxford_only,,B1,,
miner,oxford_only,,B2,,
minimal,oxford_only,,C1,,
minimize,oxford_only,,C1,,
mining,oxford_only,,C1,,
ministry,oxford_only,,C1,,
minority,oxford_only,,B2,,
miracle,oxford_only,,C1,,
miserable,oxford_only,,B2,,
misery,oxford_only,,C1,,
misleading,oxford_only,,C1,,
mixed,oxford_only,,B2,,
mob,oxford_only,,C1,,
mobility,oxford_only,,C1,,
mobilize,oxford_only,,C1,,
mode,oxford_only,,B2,,
moderate,oxford_only,,C1,,
modify,oxford_only,,B2,,
momentum,oxford_only,,C1,,
monitor,oxford_only,,B2,,
monk,oxford_only,,C1,,
monument,oxford_only,,B2,,
moreover,oxford_only,,B2,,
mosque,oxford_only,,B2,,
motivate,oxford_only,,B2,,
motivation,oxford_only,,B2,,
motive,oxford_only,,C1,,
motorist,oxford_only,,C1,,
mount,oxford_only,,B2,,
multiply,oxford_only,,B2,,
municipal,oxford_only,,C1,,
muscle,oxford_only,,B1,,
narrative,oxford_only,,B1,,
nasty,oxford_only,,B2,,
naval,oxford_only,,C1,,
navigation,oxford_only,,B2,,
negotiation,oxford_only,,B2,,
neighbourhood,oxford_only,,B1,,
neighbouring,oxford_only,,C1,,
newsletter,oxford_only,,C1,,
nobody,oxford_only,,A1,,
nod,oxford_only,,C1,,
nominate,oxford_only,,C1,,
nomination,oxford_only,,C1,,
nominee,oxford_only,,C1,,
nonetheless,oxford_only,,C1,,
nonsense,oxford_only,,C1,,
northern,oxford_only,,B1,,
notably,oxford_only,,C1,,
notify,oxford_only,,C1,,
novelist,oxford_only,,B2,,
nowhere,oxford_only,,A2,,
numerous,oxford_only,,B2,,
nursing,oxford_only,,B2,,
nutrition,oxford_only,,B2,,
obesity,oxford_only,,B2,,
obey,oxford_only,,B2,,
objection,oxford_only,,C1,,
oblige,oxford_only,,C1,,
obsess,oxford_only,,C1,,
obviously,oxford_only,,B1,,
occur,oxford_only,,B1,,
odds,oxford_only,,C1,,
offend,oxford_only,,B2,,
offender,oxford_only,,B2,,
offensive,oxford_only,,B2,,
offering,oxford_only,,C1,,
oh,oxford_only,,A1,,
ongoing,oxford_only,,B2,,
operational,oxford_only,,C1,,
opposed,oxford_only,,B2,,
opposition,oxford_only,,B2,,
opt,oxford_only,,C1,,
optical,oxford_only,,C1,,
optimism,oxford_only,,C1,,
option,oxford_only,,A2,,
orchestra,oxford_only,,B2,,
organic,oxford_only,,B2,,
organizer,oxford_only,,B1,,
originally,oxford_only,,B1,,
originate,oxford_only,,C1,,
ought,oxford_only,,B1,,
outbreak,oxford_only,,C1,,
outdoor,oxford_only,,B1,,
outdoors,oxford_only,,B1,,
outlet,oxford_only,,C1,,
outlook,oxford_only,,C1,,
overcome,oxford_only,,B2,,
overturn,oxford_only,,C1,,
overwhelm,oxford_only,,C1,,
overwhelming,oxford_only,,C1,,
owe,oxford_only,,B2,,
ownership,oxford_only,,B2,,
oxygen,oxford_only,,B2,,
package,oxford_only,,B1,,
painter,oxford_only,,A2,,
parallel,oxford_only,,B2,,
parental,oxford_only,,C1,,
parish,oxford_only,,C1,,
parliament,oxford_only,,B2,,
parliamentary,oxford_only,,C1,,
partially,oxford_only,,C1,,
participant,oxford_only,,B2,,
passing,oxford_only,,C1,,
passive,oxford_only,,C1,,
password,oxford_only,,B2,,
patent,oxford_only,,C1,,
patrol,oxford_only,,C1,,
pause,oxford_only,,B2,,
peak,oxford_only,,C1,,
peculiar,oxford_only,,C1,,
penny,oxford_only,,A2,,
perceive,oxford_only,,B2,,
perception,oxford_only,,B2,,
persist,oxford_only,,C1,,
personnel,oxford_only,,C1,,
persuade,oxford_only,,B1,,
petition,oxford_only,,C1,,
phenomenon,oxford_only,,B2,,
philosopher,oxford_only,,C1,,
philosophical,oxford_only,,C1,,
pin,oxford_only,,B1,,
pipeline,oxford_only,,C1,,
pity,oxford_only,,B2,,
placement,oxford_only,,B2,,
plea,oxford_only,,C1,,
plead,oxford_only,,C1,,
pledge,oxford_only,,C1,,
poet,oxford_only,,B1,,
pointed,oxford_only,,B2,,
poison,oxford_only,,B1,,
poisonous,oxford_only,,B1,,
policeman,oxford_only,,A1,,
policy,oxford_only,,B1,,
politician,oxford_only,,B1,,
poll,oxford_only,,C1,,
population,oxford_only,,A2,,
portfolio,oxford_only,,C1,,
postpone,oxford_only,,C1,,
potentially,oxford_only,,B2,,
poverty,oxford_only,,B1,,
precede,oxford_only,,B2,,
precedent,oxford_only,,C1,,
predator,oxford_only,,C1,,
pregnancy,oxford_only,,C1,,
premium,oxford_only,,C1,,
prescribe,oxford_only,,C1,,
prescription,oxford_only,,C1,,
presently,oxford_only,,C1,,
preservation,oxford_only,,C1,,
preside,oxford_only,,C1,,
presidency,oxford_only,,C1,,
presidential,oxford_only,,C1,,
presume,oxford_only,,C1,,
pretend,oxford_only,,B1,,
prevention,oxford_only,,C1,,
prey,oxford_only,,C1,,
priest,oxford_only,,B1,,
primarily,oxford_only,,B2,,
printing,oxford_only,,B1,,
prisoner,oxford_only,,B1,,
privacy,oxford_only,,B2,,
probability,oxford_only,,B2,,
probe,oxford_only,,C1,,
proceeding,oxford_only,,C1,,
proceeds,oxford_only,,C1,,
processing,oxford_only,,C1,,
proclaim,oxford_only,,C1,,
producer,oxford_only,,B1,,
productive,oxford_only,,C1,,
productivity,oxford_only,,C1,,
prohibit,oxford_only,,B2,,
prominent,oxford_only,,C1,,
promising,oxford_only,,B2,,
promote,oxford_only,,B1,,
prompt,oxford_only,,B2,,
pronounce,oxford_only,,A2,,
pronounced,oxford_only,,C1,,
propaganda,oxford_only,,C1,,
proportion,oxford_only,,B2,,
prosecute,oxford_only,,C1,,
prosecution,oxford_only,,C1,,
prosecutor,oxford_only,,C1,,
prosperity,oxford_only,,C1,,
protective,oxford_only,,C1,,
protein,oxford_only,,B2,,
protester,oxford_only,,B2,,
protocol,oxford_only,,C1,,
province,oxford_only,,C1,,
provincial,oxford_only,,C1,,
pub,oxford_only,,A2,,
publishing,oxford_only,,B2,,
punish,oxford_only,,B1,,
punk,oxford_only,,B2,,
qualification,oxford_only,,B1,,
quality,oxford_only,,A2,,
quantity,oxford_only,,A2,,
questionnaire,oxford_only,,B2,,
queue,oxford_only,,B1,,
quit,oxford_only,,B1,,
quota,oxford_only,,C1,,
quotation,oxford_only,,B1,,
quote,oxford_only,,B1,,
racial,oxford_only,,B2,,
racing,oxford_only,,B1,,
racism,oxford_only,,B2,,
racist,oxford_only,,B2,,
radiation,oxford_only,,B2,,
raid,oxford_only,,C1,,
rail,oxford_only,,B2,,
railway,oxford_only,,A2,,
random,oxford_only,,B2,,
rank,oxford_only,,B2,,
ranking,oxford_only,,C1,,
ratio,oxford_only,,C1,,
readily,oxford_only,,C1,,
realization,oxford_only,,C1,,
realm,oxford_only,,C1,,
reasoning,oxford_only,,C1,,
rebellion,oxford_only,,C1,,
receiver,oxford_only,,B2,,
reception,oxford_only,,A2,,
recession,oxford_only,,B2,,
recipe,oxford_only,,A2,,
recipient,oxford_only,,C1,,
reckon,oxford_only,,B2,,
recommend,oxford_only,,A2,,
reconstruction,oxford_only,,C1,,
recording,oxford_only,,A2,,
recount,oxford_only,,C1,,
recovery,oxford_only,,B2,,
recruitment,oxford_only,,B2,,
recycle,oxford_only,,A2,,
reduce,oxford_only,,A2,,
reduction,oxford_only,,B2,,
